inmobiliaria,precio canon,administracion,zona,ciudad,habitaciones,baños,metros_cuadrados,descripcion
,1300000.0,0.0,,Bogotá,1,1,22.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá APARTAMENTO PARA ESTRENAR, UBICADO EN PLENO CENTRO DE BOGOTÁ CERCA A LAS UNIVERSIDADES COMO LA SALLE, SABANA, JORGE TADEO LOZANO, CENTRAL, SOBRE VÍA SECUNDARIA, CERCA A LA ESTACIÓN DE TRANSMILENIO UNIVERSIDADES. EL EDIFICIO CON TAN SOLO UN AÑOS DE CONSTRUIDO, CONTARA CON UNAS ZONAS SOCIALES EXCELENTES COMO SON GYM, LUDOTECA, COWORKING, ZONA DE BBQ, DOS ZONAS DE LAVANDERÍA CON ESPACIOS PARA TRABAJAR MIENTRAS TERMINA SU LAVADO. LOCALIZADO EN UN QUINCEAVO PISO, VISTA EXTERIOR, ESPACIO LOF, CON COCINETA CON DOS PUESTOS ELÉCTRICOS, UN BAÑO, SIN PARQUEADERO. EL EDIFICIO CUENTA CON RECEPCIÓN LAS 24 HORAS DE LOS SIETE DÍAS DE LA SEMANA, ***"
,2200000.0,0.0,Zona centro,Bogotá,1,1,27.0,"Apartamento En Arriendo En Centro Internacional, Bogotá ✨ Loft moderno SIN AMOBLAR en arriendo | Ubicación estratégica | Amenidades exclusivas Descubre este acogedor apartamento tipo loft de 27 m², ideal para quienes buscan comodidad, funcionalidad y estilo en una de las zonas más buscadas de Bogotá. ✔️ 1 alcoba | 1 baño completo ✔️ Cocina integral equipada ✔️ Excelente iluminación natural y vista panorámica ✔️ Admite mascotas ? Edificio moderno con seguridad 24/7, piscina, gimnasio, salón comunal y parqueadero cubierto. ? Cerca de centros comerciales, universidades y transporte público. ? Los espacios tipo loft modernos y compactos tienen alta demanda por su practicidad y ubicación. ? Agenda tu visita ahora con Inmobys y conoce si este puede ser tu próximo hogar."
,2600000.0,0.0,Zona centro,Bogotá,1,1,32.0,"Apartamento En Arriendo En Teusaquillo, Bogotá Descubra el lujo y la comodidad en este espectacular apartamento amoblado a estrenar, estratégicamente ubicado en una de las zonas más exclusivas y vibrantes de la ciudad. Disfrute de la conveniencia de tener todo al alcance de su mano, con excelentes vías de acceso que facilitan la movilidad y hermosos parques cercanos para su esparcimiento. Este edificio redefine el concepto de vida moderna, ofreciendo una gama inigualable de comodidades de primer nivel: refrésquese en su impresionante piscina, impulse su productividad en el innovador espacio de co-working, simplifique su día con la lavandería comunal, y benefíciese de la eficiencia de sus ascensores de última generación. Su tranquilidad está garantizada con vigilancia 24/7 y un avanzado sistema de circuito cerrado de televisión. Una oportunidad única para vivir la vida que siempre soñó."
,1850000.0,0.0,Zona centro,Bogotá,1,1,31.0,"Apartamento En Arriendo En Parque Central Bavaria, Bogotá ""Descubra la joya urbana que siempre soñó en el corazón del Centro Internacional. Este hermoso e iluminado apartaestudio ha sido meticulosamente diseñado con acabados de primera calidad que elevan cada espacio, ofreciendo un ambiente de sofisticación y confort inigualable. Ideal para quienes buscan un estilo de vida vibrante y práctico, con todas las comodidades y servicios a su alcance."""
,1160000.0,140000.0,Zona centro,Bogotá,1,1,20.0,"Apartamento En Arriendo En El Liston, Bogotá [ARR] ID HOUM: 91030 Entérate de todos los beneficios al arrendar con nosotros: • Asistencia e intermediación con el propietario • Firma tu contrato online • Arrienda sin burocracia, sin papeleos ni notarías Departamento en arriendo, ubicado en el barrio El Listón, con una superficie construida de 20.00 m² y superficie total de 20.00 m². La propiedad está preparada para acoger a 1 persona. Sus principales características son: • estudio • No amoblado • 1 dormitorio • 1 baño • Admite mascotas • Cocina tipo americana • Piso 10 • Año de construcción: 2022 • Cuarto de lavado Además, el inmueble cuenta con las siguientes amenidades: • Salón de eventos • Vigilancia 24 hrs • Ascensor • Zona de juegos • Gimnasio • Lavandería • Zona de asadores Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso. Requisitos para arrendar con nosotros: • Arrienda sin codeudor*, fácil, rápido y seguro • Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble) • Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos • No debes tener reportes negativos en centrales de crédito IMPORTANTE: • Te invitamos a agendar una visita a esta propiedad • Si tienes alguna duda por favor pue"
,1400000.0,0.0,Zona centro,Bogotá,3,1,75.0,"Apartamento En Arriendo En La Fraguita, Bogotá Apto dúplex en arriendo ubicado en el barrio La Fragüita, consta de sala comedor, tres alcobas, altillo, cocina semi integral, un baño y zona de lavandería; cuenta con pisos en cerámica, servicios de luz y gas independientes y agua compartida. Tiene opción de parqueadero con un incremento de $200.000 en el canon de arrendamiento. Se encuentra cerca de la Calle 11 Sur y la Cra 24, en cercanías a los barrios Luna Park y San Antonio, con buenas vías de acceso; es un apartamento amplio y con excelente iluminación."
,1400000.0,156000.0,,Bogotá,1,1,26.0,"Apartaestudio En Arriendo En Santa Fe, Bogotá Se arrienda apartaestudio en el centro de Bogotá, totalmente remodelado, amplio y acogedor. Ubicado en un tercer piso con ascensor en el Edificio Torre Ventto, sobre la Calle 18, a pocos minutos de la Universidad de los Andes y con fácil acceso a la Calle 19 y las carreras 7 y 3, en una zona estratégica. Cuenta con un solo ambiente bien distribuido cocina semi integral con estufa eléctrica y extractor, baño completo, espacio para sala-comedor o estudio y área de alcoba con clóset. Dispone de control de temperatura y calentador eléctrico. El edificio ofrece lavandería comunal, salón de juegos, coworking y zonas de lectura. No cuenta con parqueadero. 1532-25"
,900000.0,0.0,,Bogotá,2,1,60.0,"Casa En Arriendo En Vitelma, Bogotá Se arrienda casa de dos niveles ubicada en el barrio La Roca. En el primer piso cuenta con sala-comedor, cocina, un baño y patio. En el segundo nivel dispone de dos alcobas, una de ellas con clóset. Espacio funcional y cómodo, ideal para familia pequeña."
,700000.0,0.0,,Bogotá,1,1,22.57,"Apartaestudio En Arriendo En San Cristobal Sur, Bogotá 677-795 APARTAESTUDIO UBICADO EN SEGUNDO PISO, CON ESPACIOS INTEGRADOS QUE INCLUYEN COCINA SEMINTEGRAL, ZONA DE LAVADO, SALA, COMEDOR Y DORMITORIO EN UN AMBIENTE FUNCIONAL Y ACOGEDOR. CUENTA CON BAÑO PRIVADO."
,3000000.0,0.0,Zona centro,Bogotá,1,1,30.0,"Apartamento En Arriendo En Centro Internacional, Bogotá NUEVO PARA ESTRENAR AMOBLADO!! Arrienda tu nuevo hogar tipo loft Ubicación estratégica: Vía principal, justo frente a la futura estación del metro de Bogotá CALLE 34 Cerca de centros comerciales, universidades, colegios y supermercados. Apartamento tipo loft – Piso 17 Área: 30 m² Cocina integral con estufa Eléctrica 1 baño Incluido servicio de WIFI Persiana con control Excelente vista hacia los cerros y buena iluminación natural Ideal para estudiantes, profesionales o parejas que buscan comodidad, ubicación y modernidad en un solo lugar. Contáctanos para agendar tu visita!!"
,18500000.0,0.0,,Bogotá,20,7,1011.0,"Casa En Arriendo En Rafael Uribe, Bogotá Edificio comercial en arriendo/venta con un área de 1.011 m², ideal para instituciones educativas, oficinas corporativas, centros empresariales o proyectos mixtos. Consta de cinco pisos distribuidos de la siguiente manera: en el primer piso se encuentra la recepción, dos oficinas, un local exterior y un apartamento con tres habitaciones, sala-comedor, cocina, dos baños, dos patios y dos balcones auxiliares. El segundo piso cuenta con seis aulas académicas, cuatro lavamanos y un orinal. En el tercer piso hay diez aulas. El cuarto piso dispone de un auditorio con capacidad para 150 personas, cuatro baños distribuidos para hombres y mujeres, tres orinales y tres lavamanos. Finalmente, el quinto piso cuenta con una oficina y cocina. Ubicado en una zona estratégica con excelentes vías de acceso y cercanía a puntos clave de la ciudad."
,1900000.0,0.0,Zona centro,Bogotá,1,1,28.0,"Apartamento En Arriendo En Las Aguas, Bogotá Descubra la comodidad y el estilo en este exclusivo apartaestudio completamente amoblado, diseñado para un estilo de vida moderno y eficiente. Este espacio de un solo ambiente ha sido meticulosamente optimizado con acabados de alta calidad, ofreciendo una cama doble, un sofá confortable, una mesa escritorio ideal para el trabajo remoto, un televisor de 50 pulgadas, nevera, microondas y una cocina funcional. Disfrute de la comodidad de la ducha con agua caliente y aproveche los amplios espacios de almacenamiento, complementados por una cerradura digital para su tranquilidad. Ubicado en un edificio céntrico, este apartaestudio le brinda acceso a amenidades de primer nivel, incluyendo un moderno espacio de coworking, un gimnasio completamente equipado y seguridad 24/7, garantizando un entorno seguro y productivo. Su excelente ubicación lo sitúa a pocos pasos de reconocidas universidades, una vibrante oferta gastronómica, museos y el encanto histórico del centro de la ciudad. El canon de arrendamiento incluye la administración, simplificando su experiencia de vida."
,1500000.0,0.0,,Bogotá,1,1,23.0,"Apartaestudio En Arriendo En Veracruz, Bogotá Hermoso apartamento para arriendo en Torre Acqua, septimo piso, cuenta con iluminación natural, edificio con vigilancia 24/7, gym, salon social, coworking, salas de estudio, terraza con vista panorámica de la ciudad, cerca del centro histórico, universidades, zona cultural, transporte público a toda la ciudad. Excelente ubicación."
,1350000.0,500000.0,,Bogotá,1,1,32.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Moderno Apartaestudio en venta en el centro de la ciudad | Excelente ubicación! En un sector estratégico, cerca de universidades, sitios turísticos, supermercados, restaurantes y con fácil acceso a vías principales . El apartamento cuenta con 32mt , conformado por Espacios muy amplios, distribución funcional y excelente iluminación natural, 1 baño, closet, cocina tipo americana, zona de lavandería independiente, parqueadero y deposito. Edificio con vigilancia 24 horas. ¡Agenda tu visita !"
,1700000.0,150000.0,,Bogotá,1,1,36.0,"Apartaestudio En Arriendo En La Macarena, Bogotá Apartamentos en arriendo tipo LOFT semidotados, en el sector de La Macarena y el Centro Internacional. Diseñados para ofrecer comodidad y funcionalidad, con áreas desde 32 m² hasta 48 m², algunas unidades con balcón. Espacios iluminados, acabados modernos y opciones con o sin zona de lavandería hacen de La Quinta una excelente alternativa para estudiantes, profesionales y quienes buscan vivir en una ubicación estratégica. La movilidad es uno de sus mayores atractivos, con fácil acceso a transporte público y a pocos minutos de la Universidad Jorge Tadeo, Universidad de los Andes y Universidad Central. Además, está cerca de supermercados, centros comerciales y lugares icónicos como la Torre Colpatria y el Teatro Jorge Eliécer Gaitán."
,2100000.0,250000.0,Zona centro,Bogotá,1,1,25.0,"Apartamento En Arriendo En Centro Internacional, Bogotá Descubra un moderno apartamento tipo estudio de 25m² listo para arriendo, ideal para estilos de vida contemporáneos. Con un diseño innovador y una distribución inteligente, este espacio nuevo y funcional ofrece todas las comodidades que busca en un entorno práctico y sofisticado. Disfrute de la privacidad y la vista en este inmueble recién estrenado.Los interiores se caracterizan por sus suelos de madera, una pared de acento y detalles minimalistas que realzan el estilo moderno y cohesionado de la propiedad. La sala de estar compacta y funcional se integra armoniosamente con un dormitorio principal espacioso y lleno de luz gracias a ingeniosos separadores de ambientes de madera. Cuenta con 1 baño completo y ventilación natural que garantiza un ambiente fresco y agradable.El dormitorio principal ofrece acceso directo a un balcón privado con vistas urbanas y armarios empotrados, maximizando el espacio y la organización. Con solo un año de antigüedad (menor a 1 año), esta propiedad se encuentra en un edificio de 16 pisos, ofreciendo una experiencia de vivienda contemporánea en un exclusivo piso alto. Este apartamento es una excelente opción de arriendo, combinando diseño moderno, funcionalidad y una ubicación conveniente."
,1500000.0,220000.0,Zona centro,Bogotá,2,1,41.0,"Apartamento En Arriendo En El Liston, Bogotá [ARR] ID HOUM: 154563 Entérate de todos los beneficios al arrendar con nosotros: • Asistencia e intermediación con el propietario • Firma tu contrato online • Arrienda sin burocracia, sin papeleos ni notarías Departamento en arriendo, ubicado en el barrio El Listón, con una superficie construida de 41.00 m² y superficie total de 41.00 m². Sus principales características son: • No amoblado • 2 dormitorios • 1 baño • No Admite mascotas • Año de construcción: 2025 Además, el inmueble cuenta con las siguientes amenidades: • Salón de eventos • Vigilancia 24 hrs • Ascensor • Zona de juegos • Zona de asadores Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso. Requisitos para arrendar con nosotros: • Arrienda sin codeudor*, fácil, rápido y seguro • Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble) • Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos • No debes tener reportes negativos en centrales de crédito IMPORTANTE: • Te invitamos a agendar una visita a esta propiedad • Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros Más que una inmobiliaria, somos Houm. *Aplican T&C"
